Wellhead_Temp. (C),Wellhead_Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW basic solid and water(%),CO2 mol. (%) @ 25C & 1 Atm,Gas Grav,CR-corrosion defect,leak_status
51.088485986597874,1364.6017530773433,6.784433508376933,404.6736985230442,293.1259954562881,5.265676070290235,1.0389109787205844,0.6011458588012605,0.14436498751615312,1.0
51.09651168600218,1474.6359546107499,11.280674221859343,364.76477397875374,208.47237040777617,5.331765913884187,0.9610223224356894,0.6187054617328608,0.13502611309776186,0.0
57.63130286211737,1233.1165984859624,8.786930946583261,414.6525637019915,228.53018447341066,5.696269546344922,1.2955136409414394,0.7120290383110658,0.15484558528996076,1.0
55.41345526943537,1564.9581331646173,10.793411383027834,511.35742187756415,161.71160414463918,6.073352295377185,0.8017185250451045,0.6409456820338575,0.10819807288079139,0.0
36.82126130491561,1500.8066759411136,12.748623241308477,537.5930233658407,185.30303889024245,4.8676335818628385,1.0495672420215694,0.6440259164743122,0.11447934564765677,0.0
46.86641387705018,1247.654263748753,8.980170996323455,459.36526375917225,203.20581494654058,4.428260077110668,1.0815296532863083,0.6261908224113971,0.08932598271936307,0.0
53.79464294893383,1589.4458843105128,10.99958346099392,558.7607235150351,181.89875929491907,3.2511429528371694,1.1487350471876516,0.6902770780002195,0.06952301215944394,0.0
47.304386484255105,1387.9914867474465,11.326188042680688,429.73385226102624,153.860201701176,2.6332593045925057,1.0014202103302423,0.6748986432435472,0.07797698538835984,0.0
48.27056370916274,1384.4694761590852,5.950122995055493,379.6579053343896,259.71471264038166,8.214679235927834,1.3014955988337524,0.6745065606323736,0.20973379792059393,3.0
47.56437308117652,1576.3799772363259,10.087609113214429,484.08987710862783,121.6171073605432,5.207256231801989,1.2201214067067976,0.710648271928937,0.11942989581680816,0.0
55.037057641367575,1406.3762285696657,10.069176571022624,477.7260740070053,200.3189516470942,5.86282368335213,0.9775340192224629,0.6491643892142483,0.11140199935708689,1.0
62.63466212936811,1414.9217251371847,9.789029265684446,464.3094861354942,215.03887365915355,6.398308055556148,1.0890153446881037,0.634293551880999,0.0736079615885047,0.0
49.79098436010868,1306.173188501884,7.941965553245541,428.79360885975376,233.1128905070629,6.733974126181369,1.0629781367851079,0.6964521051262142,0.2001637856370222,2.0
52.91908905885566,1418.517837770775,8.899333502679955,438.14662582088954,211.1352989636246,3.4968752969367833,1.1635542675704569,0.7134335261583432,0.14624345272354305,1.0
51.97909890547962,1427.9721423412068,8.510670195170173,457.14167289350223,177.2200978646347,5.620164749077652,0.8916187002964259,0.5899692205471005,0.13689873134220745,0.0
51.626931613107914,1368.3753779313079,9.762458136133342,492.2708553694998,251.79777811304768,6.66527786420269,1.335961504476316,0.869297069126653,0.177803161123612,2.0
